phase_clean,log_enrollment,is_industry,duration_missing,is_interventional,target,nct_id
2.0,5.755742213586912,1,1,1,0,NCT02993822
0.0,4.174387269895637,0,0,1,0,NCT02510222
0.0,5.176149732573829,0,0,1,0,NCT02627222
0.0,3.4339872044851463,0,0,1,0,NCT01400022
0.0,6.030685260261263,0,1,1,0,NCT03429322
1.0,4.406719247264253,0,1,1,0,NCT04216251
2.0,5.707110264748875,1,1,1,0,NCT00788151
0.0,3.367295829986474,0,1,1,0,NCT03096951
0.0,3.713572066704308,0,0,1,0,NCT00750451
0.0,3.1780538303479458,0,0,1,0,NCT01399151
0.0,3.58351893845611,0,0,1,0,NCT01719029
1.0,4.290459441148391,1,0,1,0,NCT01486329
0.0,4.836281906951478,1,0,1,0,NCT01292629
0.0,6.2166061010848646,0,1,1,0,NCT01485029
0.0,6.492239835020471,0,1,0,0,NCT03840629
0.0,4.584967478670572,0,1,0,0,NCT02896829
0.0,5.4510384535657,0,1,0,0,NCT02710929
0.0,2.9444389791664403,0,1,1,0,NCT03302429
0.0,5.645446897643238,0,0,1,0,NCT00819429
0.0,3.713572066704308,0,0,1,0,NCT02491229
0.0,5.961005339623274,0,0,1,0,NCT01823029
3.0,4.1588830833596715,1,0,1,0,NCT00196729
0.0,3.367295829986474,0,1,1,0,NCT03357029
0.0,3.6109179126442243,0,0,1,0,NCT02107729
4.0,3.4657359027997265,1,1,1,0,NCT04761731
0.0,4.709530201312334,0,1,1,0,NCT04197531
4.0,4.276666119016055,0,0,1,0,NCT01101802
0.0,3.9318256327243257,0,1,0,0,NCT00544102
1.0,4.07753744390572,1,1,1,0,NCT05940402
4.0,3.044522437723423,0,0,1,0,NCT00069602
0.0,4.912654885736052,0,1,1,0,NCT02641431
0.0,3.295836866004329,0,1,1,0,NCT03307031
2.0,5.017279836814924,0,0,1,0,NCT00266331
2.0,3.7376696182833684,0,1,1,0,NCT04851431
0.0,4.61512051684126,0,1,0,0,NCT05672602
0.0,1.9459101490553132,0,1,1,0,NCT03603002
0.0,4.61512051684126,0,1,1,0,NCT04752202
0.0,2.4849066497880004,0,0,1,0,NCT00657202
0.0,5.247024072160486,0,0,0,0,NCT00797602
3.0,2.995732273553991,0,1,1,0,NCT03181802
3.0,5.8289456176102075,1,0,1,0,NCT00562302
0.0,6.887552571664617,0,0,0,0,NCT01941602
0.0,3.9318256327243257,0,1,0,0,NCT05061602
2.0,3.9318256327243257,0,0,1,0,NCT00973102
0.0,3.828641396489095,0,0,1,0,NCT02988453
0.0,4.110873864173311,0,1,1,0,NCT07495553
4.0,4.927253685157205,1,0,1,0,NCT00489853
2.0,3.828641396489095,0,1,1,0,NCT03816553
0.0,4.948759890378168,0,1,1,0,NCT01629953
2.0,3.828641396489095,1,0,1,0,NCT01276353
0.0,3.713572066704308,0,1,0,0,NCT06618053
0.0,3.9318256327243257,0,1,1,0,NCT05240053
0.0,3.7376696182833684,1,0,1,0,NCT02851953
0.0,5.017279836814924,0,1,1,0,NCT02216253
0.0,7.601402334583733,0,1,0,0,NCT05997953
4.0,4.59511985013459,0,1,1,0,NCT04285853
0.0,3.8918202981106265,0,1,1,0,NCT02282553
0.0,4.6443908991413725,1,1,0,0,NCT05633953
0.0,3.9512437185814275,0,1,0,0,NCT05456737
2.0,3.4339872044851463,0,0,1,0,NCT01450137
0.0,4.634728988229636,0,0,0,0,NCT01086137
1.0,4.2626798770413155,1,0,1,0,NCT02665637
0.0,3.4011973816621555,0,1,1,0,NCT02635737
0.0,3.4965075614664802,0,1,1,0,NCT03285737
0.0,4.204692619390966,0,1,1,0,NCT03771937
0.0,4.418840607796598,1,0,1,0,NCT02656537
0.0,4.6443908991413725,0,1,0,0,NCT03345537
0.0,4.890349128221754,0,1,0,0,NCT05889637
0.0,5.831882477283517,0,0,1,0,NCT01885637
0.0,5.5254529391317835,0,1,1,0,NCT07125937
0.0,3.258096538021482,0,0,1,0,NCT01827345
4.0,5.081404364984463,0,1,1,0,NCT04370145
0.0,4.663439094112067,0,1,0,0,NCT05350345
2.0,3.091042453358316,0,1,1,0,NCT03909945
0.0,3.9318256327243257,0,1,0,0,NCT05118945
2.0,3.713572066704308,0,1,1,0,NCT03106545
0.0,5.220355825078324,0,1,1,0,NCT03462745
0.0,4.04305126783455,0,1,1,0,NCT04266145
0.0,5.303304908059076,0,1,0,0,NCT04613245
0.0,4.465908118654584,0,1,0,0,NCT04990245
4.0,4.189654742026425,0,1,1,0,NCT06104345
3.0,4.882801922586371,0,0,1,0,NCT00068445
0.0,3.713572066704308,0,1,1,0,NCT03665272
0.0,3.4965075614664802,0,1,1,0,NCT03843372
4.0,4.564348191467836,1,0,1,0,NCT01598272
0.0,4.330733340286331,1,1,1,0,NCT04901572
0.0,2.1972245773362196,1,0,1,0,NCT01353872
1.0,3.8918202981106265,1,0,1,0,NCT02367872
0.0,3.4339872044851463,0,1,0,0,NCT03766672
0.0,4.709530201312334,0,0,1,0,NCT00160472
2.0,4.3694478524670215,0,0,1,0,NCT00260195
3.0,5.942799375126701,0,0,1,0,NCT00140595
0.0,3.044522437723423,0,1,1,0,NCT04398095
0.0,4.7535901911063645,0,0,0,0,NCT02332395
3.0,2.5649493574615367,1,1,1,0,NCT00648895
4.0,2.3978952727983707,0,1,1,0,NCT02739295
0.0,8.561060783392659,0,1,0,0,NCT06978595
0.0,4.110873864173311,0,0,1,0,NCT02220595
0.0,3.4339872044851463,0,1,1,0,NCT04251195
0.0,4.02535169073515,0,1,1,0,NCT02276495
0.0,6.2166061010848646,1,1,1,0,NCT02728739
0.0,8.561060783392659,0,1,0,0,NCT03998839
0.0,3.871201010907891,1,1,1,0,NCT07291739
1.0,3.2188758248682006,1,0,1,0,NCT01103739
0.0,3.8918202981106265,0,1,1,0,NCT05687539
0.0,1.9459101490553132,1,0,1,0,NCT00718939
2.0,4.51085950651685,0,0,1,0,NCT00003239
0.0,7.057036981697891,0,1,0,0,NCT03744039
2.0,7.053585727193677,0,0,1,0,NCT01565239
2.0,2.3978952727983707,0,0,1,0,NCT02050139
0.0,6.608000625296087,0,1,0,0,NCT02140177
0.0,3.044522437723423,0,0,0,0,NCT01265277
0.0,4.6913478822291435,0,1,0,0,NCT06336577
3.0,8.483429561263428,1,0,1,0,NCT00439777
2.0,4.51085950651685,1,0,1,0,NCT00040677
0.0,4.574710978503383,0,0,1,0,NCT02400177
0.0,4.653960350157523,0,1,1,0,NCT03464877
0.0,4.477336814478207,0,1,0,0,NCT06667375
0.0,8.561060783392659,1,1,0,0,NCT02238275
0.0,4.990432586778736,0,1,0,0,NCT05572775
1.0,4.330733340286331,0,0,1,0,NCT02451475
0.0,2.772588722239781,1,1,1,0,NCT03044275
0.0,6.444131256700441,0,0,0,0,NCT01042275
0.0,6.626717749249025,0,0,0,0,NCT02128477
0.0,8.560635749259074,0,0,1,0,NCT03008577
1.0,4.290459441148391,0,0,1,0,NCT00133575
0.0,3.713572066704308,0,0,0,0,NCT00497575
0.0,3.4339872044851463,0,1,1,0,NCT05865275
0.0,5.293304824724492,0,1,0,0,NCT06027775
0.0,4.795790545596741,0,1,1,0,NCT02621775
0.0,3.332204510175204,0,1,0,0,NCT04670575
0.0,7.244941546337007,0,1,0,0,NCT04842175
0.0,3.8918202981106265,0,1,1,0,NCT06160375
0.0,7.232010331664759,0,1,0,0,NCT01365975
0.0,4.394449154672439,0,1,1,0,NCT06320275
0.0,2.3978952727983707,0,0,1,0,NCT01656057
0.0,3.044522437723423,0,1,1,0,NCT04941157
4.0,4.3694478524670215,0,0,1,0,NCT03199157
0.0,6.100318952020064,0,1,0,0,NCT04389957
0.0,4.6443908991413725,0,1,0,0,NCT04315857
0.0,5.908082938168931,0,1,0,0,NCT03682757
0.0,5.932245187448011,0,1,0,0,NCT03689257
0.0,5.337538079701318,0,1,1,0,NCT03123757
0.0,5.605802066295998,0,1,1,0,NCT02997657
0.0,6.51025834052315,0,0,1,0,NCT01809457
0.0,3.367295829986474,0,0,1,0,NCT02044757
1.0,3.9318256327243257,0,0,1,0,NCT02636257
1.0,3.367295829986474,0,0,1,0,NCT00079157
1.0,2.5649493574615367,1,0,1,0,NCT02139657
0.0,6.476972362889683,0,1,1,0,NCT03459157
2.0,4.61512051684126,1,1,1,0,NCT05814757
0.0,5.713732805509369,0,1,1,0,NCT03581357
4.0,3.4011973816621555,0,1,1,0,NCT01116401
0.0,4.61512051684126,0,1,1,0,NCT04904601
0.0,4.110873864173311,0,1,1,0,NCT03568201
0.0,5.616771097666572,0,1,0,0,NCT06068101
0.0,3.2188758248682006,0,0,1,0,NCT01737801
0.0,6.154858094016418,1,1,0,0,NCT02542501
0.0,4.6913478822291435,0,0,0,0,NCT00469001
3.0,4.77912349311153,1,1,1,0,NCT01919801
0.0,6.089044875446846,0,0,1,0,NCT01130012
0.0,5.488937726156687,0,1,1,0,NCT03782012
0.0,3.713572066704308,1,1,1,0,NCT05052112
0.0,3.7612001156935624,0,1,1,0,NCT03203512
2.0,5.099866427824199,1,1,1,0,NCT04968912
1.0,4.248495242049359,0,0,1,0,NCT00058812
0.0,2.833213344056216,0,1,0,0,NCT03344081
3.0,5.5909869805108565,1,1,1,0,NCT01178281
0.0,3.828641396489095,0,1,1,0,NCT04837781
2.0,3.9318256327243257,0,0,1,0,NCT02657681
0.0,3.4339872044851463,1,0,0,0,NCT02341781
2.0,3.58351893845611,0,1,1,0,NCT07466381
1.0,3.713572066704308,1,1,1,0,NCT06076681
0.0,3.7376696182833684,0,0,1,0,NCT01691781
0.0,3.8066624897703196,0,0,1,0,NCT01134081
0.0,7.786967002614872,0,1,0,0,NCT06018181
0.0,4.787491742782046,0,1,0,0,NCT05403619
3.0,5.111987788356544,0,0,1,0,NCT00874419
2.0,2.3978952727983707,0,1,1,0,NCT03714919
1.0,2.0794415416798357,0,1,1,0,NCT06641219
2.0,3.713572066704308,1,1,1,0,NCT04995419
4.0,4.624972813284271,1,1,1,0,NCT02856919
0.0,4.6913478822291435,0,0,0,0,NCT01344330
0.0,4.795790545596741,1,1,1,0,NCT05064930
0.0,4.795790545596741,0,1,1,0,NCT03628430
0.0,6.398594934535208,0,1,0,0,NCT04401930
0.0,1.0986122886681098,0,1,1,0,NCT04306328
3.0,4.430816798843313,0,0,1,0,NCT01753128
4.0,5.484796933490655,0,0,1,0,NCT02923128
0.0,8.561060783392659,0,0,0,0,NCT00026728
0.0,8.561060783392659,0,1,0,0,NCT06466928
0.0,5.707110264748875,0,1,0,0,NCT04496128
0.0,5.147494476813453,0,0,0,0,NCT00577928
3.0,3.713572066704308,0,0,1,0,NCT04340128
0.0,2.1972245773362196,1,0,0,0,NCT00264628
0.0,7.857093864902493,1,0,0,0,NCT04370028
0.0,3.044522437723423,1,1,1,0,NCT02851628
0.0,4.74493212836325,0,1,1,0,NCT06543628
0.0,8.006700845440367,0,0,1,0,NCT00225628
2.0,3.295836866004329,1,1,1,0,NCT05307328
2.0,1.0986122886681098,0,0,1,0,NCT01815528
0.0,3.4339872044851463,0,1,1,0,NCT06695728
0.0,4.624972813284271,0,1,1,0,NCT03937128
3.0,5.552959584921617,0,0,1,0,NCT00986765
3.0,3.713572066704308,0,1,1,0,NCT00000565
0.0,2.1972245773362196,0,1,0,0,NCT06988865
1.0,3.4339872044851463,0,0,1,0,NCT00185965
0.0,8.476579508530941,0,1,1,0,NCT06756165
0.0,4.204692619390966,0,1,1,0,NCT04676165
0.0,4.51085950651685,0,1,1,0,NCT07437365
3.0,5.5254529391317835,0,1,1,0,NCT03961165
0.0,4.442651256490317,0,1,1,0,NCT06177665
0.0,7.478734825567875,1,1,0,0,NCT05743465
4.0,3.5263605246161616,0,1,1,0,NCT06349265
0.0,4.007333185232471,0,1,0,0,NCT00924365
0.0,4.787491742782046,0,1,0,0,NCT04923165
0.0,3.713572066704308,0,1,1,0,NCT05599165
0.0,4.736198448394496,0,0,1,0,NCT06908265
0.0,4.0943445622221,0,1,1,0,NCT04461665
0.0,4.709530201312334,0,1,1,0,NCT02874365
0.0,4.143134726391533,0,1,1,0,NCT04888767
0.0,3.828641396489095,0,0,1,0,NCT02817867
2.0,4.1588830833596715,1,1,1,0,NCT00558467
0.0,3.332204510175204,0,1,1,0,NCT03686267
0.0,4.30406509320417,0,0,1,0,NCT00611767
0.0,6.068425588244111,0,1,1,0,NCT01160367
0.0,2.3978952727983707,0,0,1,0,NCT00263367
0.0,3.8918202981106265,0,1,1,0,NCT03369067
3.0,6.539585955617669,1,0,1,0,NCT00917267
3.0,5.389071729816501,1,0,1,0,NCT01519700
0.0,6.148468295917647,0,1,1,0,NCT03147300
0.0,4.51085950651685,0,1,1,0,NCT04837300
1.0,2.70805020110221,1,1,1,0,NCT03814200
0.0,3.828641396489095,0,1,1,0,NCT07385300
2.0,3.970291913552122,1,1,1,0,NCT03057600
0.0,3.2188758248682006,0,1,1,0,NCT04279600
1.0,3.332204510175204,0,0,1,0,NCT00473200
4.0,3.2188758248682006,0,0,1,0,NCT00351000
2.0,6.111467339502679,1,1,1,0,NCT00242307
2.0,3.4657359027997265,1,1,1,0,NCT00853307
2.0,4.553876891600541,1,1,1,0,NCT04744207
0.0,4.406719247264253,0,1,1,0,NCT01964807
3.0,5.62040086571715,1,0,1,0,NCT00461292
1.0,4.110873864173311,1,1,1,0,NCT03652792
3.0,6.588926477533519,1,1,1,0,NCT00938392
0.0,3.4657359027997265,0,0,1,0,NCT02131792
0.0,4.61512051684126,0,1,0,0,NCT06645392
0.0,4.77912349311153,0,0,0,0,NCT00886392
3.0,7.071573364211532,1,1,1,0,NCT03524092
1.0,2.5649493574615367,1,0,1,0,NCT01082692
1.0,1.6094379124341003,0,1,1,0,NCT05340192
0.0,4.418840607796598,1,1,1,0,NCT04038736
0.0,4.6913478822291435,0,1,1,0,NCT03780413
0.0,5.942799375126701,0,0,0,0,NCT02769013
0.0,4.51085950651685,0,1,1,0,NCT04823260
4.0,3.7612001156935624,0,0,1,0,NCT00520260
3.0,6.602587892189336,1,0,1,0,NCT02058160
2.0,4.31748811353631,0,1,1,0,NCT03458260
0.0,3.044522437723423,0,0,1,0,NCT00580060
1.0,3.5553480614894135,1,1,1,0,NCT05034120
3.0,3.713572066704308,1,0,1,0,NCT00299520
1.0,2.0794415416798357,1,1,1,0,NCT03384420
0.0,8.561060783392659,0,1,1,0,NCT02726620
0.0,3.4965075614664802,0,1,1,0,NCT06596720
2.0,4.356708826689592,1,1,1,0,NCT01615120
0.0,5.3706380281276624,0,1,1,0,NCT05777720
2.0,4.859812404361672,0,1,1,0,NCT02867020
0.0,2.6390573296152584,0,0,1,0,NCT01321320
0.0,3.044522437723423,0,1,1,0,NCT03639220
0.0,5.075173815233827,0,1,0,0,NCT07072520
0.0,3.9318256327243257,0,1,1,0,NCT01795820
0.0,3.9318256327243257,0,0,0,0,NCT02994420
0.0,6.946975992135418,0,0,1,0,NCT00233220
0.0,4.499809670330265,0,1,1,0,NCT03650920
0.0,3.9318256327243257,0,1,1,0,NCT03451682
2.0,5.153291594497779,0,0,1,0,NCT00105482
4.0,5.910796644040527,1,0,1,0,NCT02008682
2.0,3.4965075614664802,0,1,1,0,NCT04578782
3.0,4.605170185988092,0,0,1,0,NCT01774682
0.0,3.7612001156935624,0,1,0,0,NCT06215482
0.0,3.258096538021482,0,1,1,0,NCT04427982
0.0,3.4657359027997265,1,1,1,0,NCT06479382
1.0,4.955827057601261,1,1,1,0,NCT01713582
3.0,5.720311776607412,1,0,1,0,NCT00255424
0.0,5.187385805840755,1,1,0,0,NCT03604224
0.0,8.561060783392659,1,0,0,0,NCT01138124
3.0,5.017279836814924,1,1,1,0,NCT00225524
0.0,3.332204510175204,0,1,0,0,NCT06568224
0.0,8.561060783392659,1,0,0,0,NCT00763724
0.0,7.268920128193722,0,1,0,0,NCT02312024
0.0,5.017279836814924,0,1,0,0,NCT03358823
0.0,3.9889840465642745,1,1,1,0,NCT03050723
1.0,4.174387269895637,1,0,1,0,NCT01702623
0.0,4.110873864173311,0,0,1,0,NCT02521623
0.0,3.713572066704308,0,0,1,0,NCT01820923
0.0,3.9889840465642745,0,0,1,0,NCT02580123
0.0,5.808142489980444,0,1,0,0,NCT03823859
0.0,2.9444389791664403,0,1,0,0,NCT05613959
1.0,2.3978952727983707,0,0,1,0,NCT02508259
1.0,2.6390573296152584,0,1,1,0,NCT02407080
2.0,4.90527477843843,0,0,1,0,NCT02355080
0.0,5.303304908059076,0,1,1,0,NCT04051580
3.0,5.993961427306569,1,0,1,0,NCT00251680
0.0,5.288267030694535,0,1,1,0,NCT02136680
0.0,3.8066624897703196,0,1,1,0,NCT03558880
0.0,4.127134385045092,0,1,1,0,NCT03673280
0.0,3.044522437723423,0,0,1,0,NCT02509780
4.0,4.276666119016055,0,1,1,0,NCT03541980
0.0,4.04305126783455,0,1,1,0,NCT05108480
0.0,1.3862943611198906,0,1,0,0,NCT01504880
0.0,6.803505257608338,0,1,1,0,NCT04441580
0.0,4.290459441148391,0,0,0,0,NCT01211080
0.0,3.2188758248682006,0,0,1,0,NCT02640079
1.0,4.584967478670572,1,1,1,0,NCT04196179
4.0,5.402677381872279,1,0,1,0,NCT01453179
3.0,6.910750787961936,1,0,1,0,NCT00180479
0.0,4.394449154672439,1,1,1,0,NCT06987396
0.0,1.3862943611198906,0,0,0,0,NCT02524496
0.0,6.2166061010848646,0,1,0,0,NCT04269096
0.0,8.561060783392659,0,1,0,0,NCT04389996
0.0,5.10594547390058,0,1,1,0,NCT03344796
0.0,6.311734809152915,0,1,0,0,NCT02891096
4.0,6.542471960506805,1,0,1,0,NCT00171496
4.0,4.110873864173311,0,0,1,0,NCT01258296
1.0,3.970291913552122,1,1,1,0,NCT03764462
0.0,3.4339872044851463,0,1,1,0,NCT02067962
0.0,5.247024072160486,0,1,0,0,NCT06667362
4.0,4.290459441148391,0,0,1,0,NCT02578862
1.0,2.1972245773362196,1,1,1,0,NCT03040362
2.0,3.4657359027997265,1,0,1,0,NCT02387762
0.0,4.7535901911063645,0,1,1,0,NCT06829862
0.0,3.332204510175204,0,1,0,0,NCT03267862
0.0,5.313205979041787,1,0,1,0,NCT03011762
0.0,4.356708826689592,0,1,1,0,NCT03683862
1.0,4.007333185232471,1,0,1,0,NCT02309762
0.0,3.091042453358316,0,1,1,0,NCT05436262
1.0,4.3694478524670215,1,1,1,0,NCT01928862
2.0,5.736572297479192,1,1,1,0,NCT02131662
1.0,4.48863636973214,1,1,1,0,NCT05246046
1.0,5.389071729816501,1,0,1,0,NCT02479646
0.0,6.651571873589727,0,1,1,0,NCT04541446
2.0,3.713572066704308,1,1,1,0,NCT00547846
0.0,3.4339872044851463,0,0,0,0,NCT01318746
0.0,2.995732273553991,0,1,1,0,NCT03957746
0.0,3.713572066704308,0,0,0,0,NCT02505646
0.0,4.795790545596741,0,0,0,0,NCT02315846
2.0,3.713572066704308,0,1,1,0,NCT03493646
1.0,6.694562058521095,0,0,1,0,NCT01203488
2.0,3.9889840465642745,0,0,1,0,NCT01367288
0.0,2.302585092994046,1,1,1,0,NCT03689088
2.0,4.859812404361672,0,0,1,0,NCT01781988
0.0,3.332204510175204,0,0,0,0,NCT00428688
0.0,5.5254529391317835,0,1,0,0,NCT07094646
2.0,1.0986122886681098,0,0,1,0,NCT04697888
1.0,2.995732273553991,0,0,1,0,NCT00701688
0.0,1.9459101490553132,0,0,1,0,NCT03676088
4.0,3.8066624897703196,0,1,1,0,NCT02153788
4.0,2.3978952727983707,0,1,1,0,NCT04340388
4.0,3.5263605246161616,0,1,1,0,NCT03557788
1.0,4.189654742026425,1,1,1,0,NCT05411588
0.0,3.4339872044851463,0,1,0,0,NCT00004788
3.0,6.779921907472252,1,0,1,0,NCT00305188
1.0,3.9318256327243257,1,0,1,0,NCT01359488
2.0,4.812184355372417,1,1,1,0,NCT04204603
3.0,6.432940092739179,1,1,1,0,NCT03830203
0.0,4.61512051684126,0,0,0,0,NCT02986503
4.0,4.61512051684126,0,1,1,0,NCT04209803
0.0,5.318119993844216,0,1,0,0,NCT06672003
0.0,3.295836866004329,0,1,1,0,NCT03576703
0.0,3.713572066704308,0,1,1,0,NCT05342103
0.0,3.4339872044851463,0,1,1,0,NCT04486703
1.0,4.127134385045092,1,1,1,0,NCT03653403
0.0,3.8918202981106265,0,1,1,0,NCT03523403
0.0,4.574710978503383,0,1,1,0,NCT06096103
0.0,2.1972245773362196,0,0,1,0,NCT00519103
2.0,5.996452088619021,1,1,1,0,NCT04018027
0.0,3.912023005428146,0,1,1,0,NCT05940727
2.0,2.995732273553991,0,0,1,0,NCT00041327
0.0,5.860786223465865,1,1,1,0,NCT03923127
1.0,3.4965075614664802,1,0,1,0,NCT02283827
0.0,2.995732273553991,0,1,1,0,NCT05282927
0.0,5.356586274672012,0,0,1,0,NCT00690027
1.0,4.663439094112067,1,0,1,0,NCT00327327
4.0,3.4339872044851463,0,1,1,0,NCT04909827
0.0,5.017279836814924,0,0,1,0,NCT01930227
0.0,8.011686729127847,0,1,0,0,NCT01156727
0.0,4.110873864173311,0,1,1,0,NCT06426927
1.0,4.189654742026425,1,1,1,0,NCT04722627
2.0,4.709530201312334,0,0,1,0,NCT00513461
0.0,3.367295829986474,0,1,1,0,NCT03961061
1.0,3.044522437723423,0,0,1,0,NCT00387361
3.0,5.805134968916488,1,1,1,0,NCT00410761
1.0,4.127134385045092,1,1,1,0,NCT02820961
0.0,6.311734809152915,0,1,1,0,NCT04526561
0.0,4.795790545596741,0,1,1,0,NCT04464161
0.0,8.561060783392659,1,1,0,0,NCT06122961
0.0,2.0794415416798357,0,0,0,0,NCT01056861
0.0,4.74493212836325,0,0,0,0,NCT01532661
0.0,3.7612001156935624,0,1,1,0,NCT04926961
4.0,6.0063531596017325,1,0,1,0,NCT00323661
1.0,6.0473721790462776,1,1,1,0,NCT03273842
1.0,4.23410650459726,0,0,1,0,NCT00515242
0.0,5.683579767338681,0,1,1,0,NCT05732142
2.0,5.484796933490655,1,1,1,0,NCT03749642
0.0,4.795790545596741,0,1,1,0,NCT05960942
2.0,3.5553480614894135,0,0,1,0,NCT03024242
2.0,4.394449154672439,1,1,1,0,NCT03203642
0.0,5.484796933490655,0,1,1,0,NCT05366686
0.0,5.942799375126701,0,1,1,0,NCT05193786
0.0,2.9444389791664403,0,0,1,0,NCT03284086
1.0,5.049856007249537,1,1,1,0,NCT02935686
2.0,4.795790545596741,0,0,1,0,NCT02425670
0.0,5.407171771460119,0,1,0,0,NCT04456270
1.0,4.110873864173311,1,0,1,0,NCT00730470
1.0,4.356708826689592,1,0,1,0,NCT00441870
0.0,3.9512437185814275,0,1,1,0,NCT06051370
0.0,2.3978952727983707,0,0,0,0,NCT05024370
0.0,3.713572066704308,0,0,1,0,NCT00157170
2.0,3.4339872044851463,0,0,1,0,NCT00142870
3.0,6.439350371100098,1,0,1,0,NCT01789970
2.0,3.4657359027997265,1,1,1,0,NCT03304470
0.0,6.904750769961838,0,0,0,0,NCT00596570
0.0,4.127134385045092,0,1,0,0,NCT05270070
3.0,6.580639137284949,0,0,1,0,NCT00007670
0.0,3.7612001156935624,1,1,0,0,NCT01498770
1.0,5.0369526024136295,1,1,1,0,NCT04362670
0.0,2.772588722239781,0,1,1,0,NCT06531070
0.0,4.110873864173311,0,1,0,0,NCT05257070
0.0,5.017279836814924,0,1,1,0,NCT03401970
0.0,3.4339872044851463,0,1,1,0,NCT06836570
2.0,3.295836866004329,0,0,1,0,NCT01418170
3.0,7.026426808699636,1,0,1,0,NCT00076973
0.0,3.5553480614894135,0,1,1,0,NCT05435573
1.0,3.044522437723423,1,1,1,0,NCT05708573
0.0,3.6109179126442243,0,1,0,0,NCT03511573
0.0,4.31748811353631,0,1,1,0,NCT02799173
4.0,4.634728988229636,0,0,1,0,NCT00334373
0.0,3.6635616461296463,1,1,1,0,NCT04187573
0.0,3.713572066704308,0,0,1,0,NCT02030873
2.0,4.477336814478207,0,0,1,0,NCT00218569
0.0,6.037870919922137,0,1,0,0,NCT06390969
0.0,4.59511985013459,1,0,0,0,NCT01202669
4.0,3.2188758248682006,0,0,1,0,NCT00176969
0.0,6.543911845564792,1,1,0,0,NCT05141669
0.0,4.110873864173311,0,1,1,0,NCT05127083
0.0,5.786897381366708,0,1,0,0,NCT02933983
0.0,5.384495062789089,0,0,0,0,NCT01424683
0.0,8.561060783392659,1,0,0,0,NCT02559583
0.0,5.707110264748875,0,1,0,0,NCT04557683
2.0,4.248495242049359,1,1,1,0,NCT00037583
2.0,4.927253685157205,0,0,1,0,NCT00734383
0.0,5.814130531825066,0,0,0,0,NCT01219283
0.0,2.833213344056216,0,1,1,0,NCT05615883
0.0,5.846438775057725,0,0,1,0,NCT01372241
0.0,4.418840607796598,0,1,1,0,NCT05436041
0.0,2.5649493574615367,1,1,0,0,NCT07217041
0.0,3.970291913552122,0,1,1,0,NCT02127541
0.0,5.198497031265826,0,0,1,0,NCT00466141
1.0,2.772588722239781,1,1,1,0,NCT05098041
0.0,3.8501476017100584,0,1,1,0,NCT04529941
3.0,5.71042701737487,1,0,1,0,NCT00151541
0.0,6.369900982828227,1,0,1,0,NCT03222141
0.0,4.110873864173311,0,0,1,0,NCT02804841
0.0,5.455321115357702,0,0,1,0,NCT00691041
0.0,4.6443908991413725,0,0,1,0,NCT00882141
0.0,6.598509028614515,0,1,1,0,NCT02054741
3.0,4.248495242049359,1,0,1,0,NCT02721641
3.0,5.942799375126701,0,0,1,0,NCT00670254
0.0,6.289715570908998,0,0,0,0,NCT01936454
0.0,3.4339872044851463,0,0,1,0,NCT02351154
0.0,3.713572066704308,0,1,1,0,NCT04007354
4.0,6.406879986069314,0,0,1,0,NCT00350454
0.0,5.726847747587197,0,0,1,0,NCT00663754
0.0,5.19295685089021,0,1,1,0,NCT02227654
0.0,2.833213344056216,0,1,1,0,NCT03772054
0.0,4.74493212836325,0,1,1,0,NCT02590354
0.0,4.3694478524670215,0,1,0,0,NCT03956654
4.0,5.303304908059076,1,1,1,0,NCT00099554
2.0,4.787491742782046,0,0,1,0,NCT01504854
0.0,4.663439094112067,0,0,0,0,NCT00948454
0.0,3.4657359027997265,0,0,1,0,NCT03033654
0.0,4.48863636973214,0,1,0,0,NCT06164405
0.0,6.6895992691789665,0,0,0,0,NCT01615705
0.0,3.5553480614894135,0,1,1,0,NCT06099405
2.0,3.713572066704308,1,0,1,0,NCT00141505
2.0,3.8918202981106265,0,1,1,0,NCT03645694
2.0,3.332204510175204,0,1,1,0,NCT01202994
0.0,5.484796933490655,1,0,1,0,NCT01362894
2.0,3.8501476017100584,1,1,1,0,NCT06319794
2.0,4.110873864173311,0,1,1,0,NCT03376594
1.0,3.2188758248682006,1,0,1,0,NCT01149694
0.0,8.522976436171964,1,1,0,0,NCT03237494
0.0,3.044522437723423,0,0,1,0,NCT01972594
2.0,3.258096538021482,1,0,1,0,NCT01777594
0.0,7.249215057114389,1,1,0,0,NCT00144794
0.0,3.258096538021482,0,1,1,0,NCT05722366
0.0,8.561060783392659,0,1,0,0,NCT04001166
0.0,3.871201010907891,0,0,1,0,NCT01434966
1.0,3.044522437723423,1,1,1,0,NCT00466466
0.0,3.044522437723423,0,1,0,0,NCT05396066
0.0,5.988961416889864,0,1,1,0,NCT02723266
0.0,7.518064181233078,0,1,1,0,NCT06068166
1.0,2.772588722239781,1,0,1,0,NCT00879866
3.0,7.027314514039777,1,1,1,0,NCT01043666
0.0,3.58351893845611,0,0,1,0,NCT02490566
4.0,3.4965075614664802,1,0,1,0,NCT00918866
0.0,3.5263605246161616,0,1,1,0,NCT05442866
2.0,4.51085950651685,1,0,1,0,NCT01754766
1.0,3.258096538021482,0,0,1,0,NCT01674556
2.0,2.1972245773362196,1,1,1,0,NCT02351856
1.0,3.2188758248682006,1,1,1,0,NCT02814656
